INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('1', '수확비용', '14400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('87', '수확비용', '11500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('87', '열매선별비용', '1725000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('87', '기타운영비', '4600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('88', '수확비용', '11500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('88', '열매선별비용', '1725000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('88', '기타운영비', '4600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('89', '수확비용', '11500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('89', '열매선별비용', '1725000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('89', '기타운영비', '4600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('90', '수확비용', '11500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('90', '열매선별비용', '1725000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('90', '기타운영비', '4600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('91', '수확비용', '7800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('91', '열매선별비용', '1170000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('91', '기타운영비', '3120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('92', '수확비용', '7800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('92', '열매선별비용', '1170000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('92', '기타운영비', '3120000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('93', '수확비용', '12100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('93', '열매선별비용', '1815000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('93', '기타운영비', '4840000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('94', '수확비용', '12100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('94', '열매선별비용', '1815000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('94', '기타운영비', '4840000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('95', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('95', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('95', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('96', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('96', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('96', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('97', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('97', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('97', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('98', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('98', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('98', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('99', '수확비용', '11500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('99', '열매선별비용', '1725000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('99', '기타운영비', '4600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('100', '수확비용', '11500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('100', '열매선별비용', '1725000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('100', '기타운영비', '4600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('101', '수확비용', '11800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('101', '열매선별비용', '1770000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('101', '기타운영비', '4720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('102', '수확비용', '11800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('102', '열매선별비용', '1770000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('102', '기타운영비', '4720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('103', '수확비용', '11800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('103', '열매선별비용', '1770000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('103', '기타운영비', '4720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('104', '수확비용', '14200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('104', '열매선별비용', '2130000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('104', '기타운영비', '5680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('105', '수확비용', '14200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('105', '열매선별비용', '2130000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('105', '기타운영비', '5680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('106', '수확비용', '13100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('106', '열매선별비용', '1965000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('106', '기타운영비', '5240000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('107', '수확비용', '13100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('107', '열매선별비용', '1965000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('107', '기타운영비', '5240000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('108', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('108', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('108', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('109', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('109', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('109', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('110', '수확비용', '13800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('110', '열매선별비용', '2070000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('110', '기타운영비', '5520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('111', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('111', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('111', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('112', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('112', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('112', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('113', '수확비용', '6600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('113', '열매선별비용', '990000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('113', '기타운영비', '2640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('114', '수확비용', '6600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('114', '열매선별비용', '990000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('114', '기타운영비', '2640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('115', '수확비용', '6600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('115', '열매선별비용', '990000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('115', '기타운영비', '2640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('116', '수확비용', '6600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('116', '열매선별비용', '990000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('116', '기타운영비', '2640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('117', '수확비용', '6000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('117', '열매선별비용', '900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('117', '기타운영비', '2400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('118', '수확비용', '6000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('118', '열매선별비용', '900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('118', '기타운영비', '2400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('119', '수확비용', '11200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('119', '열매선별비용', '1680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('119', '기타운영비', '4480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('120', '수확비용', '11200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('120', '열매선별비용', '1680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('120', '기타운영비', '4480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('121', '수확비용', '11200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('121', '열매선별비용', '1680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('121', '기타운영비', '4480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('122', '수확비용', '11200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('122', '열매선별비용', '1680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('122', '기타운영비', '4480000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('123', '수확비용', '11400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('123', '열매선별비용', '1710000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('123', '기타운영비', '4560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('124', '수확비용', '11400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('124', '열매선별비용', '1710000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('124', '기타운영비', '4560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('125', '수확비용', '11400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('125', '열매선별비용', '1710000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('125', '기타운영비', '4560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('126', '수확비용', '11400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('126', '열매선별비용', '1710000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('126', '기타운영비', '4560000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('127', '수확비용', '13600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('127', '열매선별비용', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('127', '기타운영비', '5440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('128', '수확비용', '13600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('128', '열매선별비용', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('128', '기타운영비', '5440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('129', '수확비용', '7900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('129', '열매선별비용', '1185000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('129', '기타운영비', '3160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('130', '수확비용', '7900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('130', '열매선별비용', '1185000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('130', '기타운영비', '3160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('131', '수확비용', '7900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('131', '열매선별비용', '1185000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('131', '기타운영비', '3160000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('132', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('132', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('132', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('133', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('133', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('133', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('134', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('134', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('134', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('135', '수확비용', '4500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('135', '열매선별비용', '675000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('135', '기타운영비', '1800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('136', '수확비용', '7200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('136', '열매선별비용', '1080000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('136', '기타운영비', '2880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('137', '수확비용', '7200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('137', '열매선별비용', '1080000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('137', '기타운영비', '2880000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('138', '수확비용', '9500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('138', '열매선별비용', '1425000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('138', '기타운영비', '3800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('139', '수확비용', '9100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('139', '열매선별비용', '1365000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('139', '기타운영비', '3640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('140', '수확비용', '7700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('140', '열매선별비용', '1155000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('140', '기타운영비', '3080000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('141', '수확비용', '7700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('141', '열매선별비용', '1155000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('141', '기타운영비', '3080000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('142', '수확비용', '7700000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('142', '열매선별비용', '1155000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('142', '기타운영비', '3080000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('143', '수확비용', '10900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('143', '열매선별비용', '1635000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('143', '기타운영비', '4360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('144', '수확비용', '10900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('144', '열매선별비용', '1635000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('144', '기타운영비', '4360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('145', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('145', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('145', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('146', '수확비용', '8500000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('146', '열매선별비용', '1275000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('146', '기타운영비', '3400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('147', '수확비용', '10800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('147', '열매선별비용', '1620000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('147', '기타운영비', '4320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('148', '수확비용', '10800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('148', '열매선별비용', '1620000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('148', '기타운영비', '4320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('149', '수확비용', '12300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('149', '열매선별비용', '1845000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('149', '기타운영비', '4920000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('150', '수확비용', '12300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('150', '열매선별비용', '1845000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('150', '기타운영비', '4920000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('151', '수확비용', '15000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('151', '열매선별비용', '2250000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('151', '기타운영비', '6000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('152', '수확비용', '15000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('152', '열매선별비용', '2250000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('152', '기타운영비', '6000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('153', '수확비용', '15000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('153', '열매선별비용', '2250000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('153', '기타운영비', '6000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('154', '수확비용', '15000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('154', '열매선별비용', '2250000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('154', '기타운영비', '6000000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('155', '수확비용', '9300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('155', '열매선별비용', '1395000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('155', '기타운영비', '3720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('156', '수확비용', '9300000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('156', '열매선별비용', '1395000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('156', '기타운영비', '3720000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('157', '수확비용', '8400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('157', '열매선별비용', '1260000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('157', '기타운영비', '3360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('158', '수확비용', '8400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('158', '열매선별비용', '1260000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('158', '기타운영비', '3360000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('159', '수확비용', '14100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('159', '열매선별비용', '2115000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('159', '기타운영비', '5640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('160', '수확비용', '14100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('160', '열매선별비용', '2115000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('160', '기타운영비', '5640000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('161', '수확비용', '14200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('161', '열매선별비용', '2130000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('161', '기타운영비', '5680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('162', '수확비용', '14200000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('162', '열매선별비용', '2130000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('162', '기타운영비', '5680000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('163', '수확비용', '7400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('163', '열매선별비용', '1110000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('163', '기타운영비', '2960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('164', '수확비용', '7400000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('164', '열매선별비용', '1110000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('164', '기타운영비', '2960000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('165', '수확비용', '6900000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('165', '열매선별비용', '1035000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('165', '기타운영비', '2760000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('166', '수확비용', '5100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('166', '열매선별비용', '765000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('166', '기타운영비', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('167', '수확비용', '5100000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('167', '열매선별비용', '765000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('167', '기타운영비', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('168', '수확비용', '13600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('168', '열매선별비용', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('168', '기타운영비', '5440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('169', '수확비용', '13600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('169', '열매선별비용', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('169', '기타운영비', '5440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('170', '수확비용', '13600000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('170', '열매선별비용', '2040000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('170', '기타운영비', '5440000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('171', '수확비용', '8800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('171', '열매선별비용', '1320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('171', '기타운영비', '3520000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('172', '수확비용', '8800000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('172', '열매선별비용', '1320000');
INSERT INTO expense_detail_tb (subscription_code, expenditure_content, expenses) VALUES ('172', '기타운영비', '3520000');
